13.64.0.0/15
13.66.0.0/16
13.67.0.0/17
13.67.128.0/20
13.67.144.0/21
13.67.152.0/24
13.67.153.0/28
13.67.153.32/27
13.67.153.64/26
13.67.153.128/25
13.67.155.0/24
13.67.156.0/22
13.67.160.0/19
13.67.192.0/18
13.68.0.0/14
13.72.64.0/18
13.72.192.0/18
13.73.0.0/18
13.73.96.0/19
13.73.128.0/18
13.73.192.0/20
13.73.224.0/19
13.74.0.0/15
13.76.0.0/16
13.77.0.0/17
13.77.128.0/18
13.77.192.0/19
13.78.0.0/15
13.80.0.0/14
13.84.0.0/15
13.86.0.0/16
13.87.128.0/17
13.88.0.0/17
13.88.128.0/18
13.88.200.0/21
13.88.208.0/20
13.88.224.0/19
13.89.0.0/16
13.90.0.0/15
13.92.0.0/14
13.104.129.64/26
13.104.129.128/25
13.104.144.64/26
13.104.144.128/27
13.104.144.192/27
13.104.145.0/25
13.104.145.160/27
13.104.145.192/26
13.104.146.0/23
13.104.148.0/23
13.104.150.0/25
13.104.150.128/26
13.104.151.192/26
13.104.152.0/24
13.104.153.0/27
13.104.153.32/28
13.104.153.64/27
13.104.153.128/25
13.104.154.0/24
13.104.155.64/26
13.104.155.192/26
13.104.157.0/24
13.104.158.16/28
13.104.158.64/26
13.104.158.176/28
13.104.159.0/25
13.104.192.0/21
13.104.208.64/26
13.104.208.128/25
13.104.209.0/24
13.104.210.0/24
13.104.211.0/25
13.104.211.128/26
13.104.212.64/26
13.104.212.192/26
13.104.213.0/24
13.104.214.0/23
13.104.217.0/25
13.104.218.128/25
13.104.219.0/24
13.104.220.0/22
13.105.14.0/24
13.105.16.0/25
13.105.16.192/26
13.105.17.0/24
13.105.18.0/25
13.105.18.192/26
13.105.19.0/24
13.105.20.0/25
13.105.20.128/26
13.105.21.0/24
13.105.22.0/24
13.105.36.0/27
13.105.36.32/28
13.105.36.64/27
13.105.36.128/25
13.105.37.0/24
13.105.52.80/28
13.105.52.128/25
13.105.53.0/24
13.105.60.0/27
13.105.60.32/28
13.105.60.64/27
20.36.0.0/19
20.36.96.0/21
20.36.128.0/17
20.37.96.0/19
20.37.128.0/18
20.37.192.0/19
20.38.64.0/19
20.38.96.0/21
20.38.104.0/22
20.38.108.0/23
20.38.112.0/23
20.38.114.0/25
20.38.115.0/24
20.38.116.0/23
20.38.121.128/25
20.38.122.0/23
20.38.126.0/23
20.38.128.0/21
20.38.144.0/21
20.38.192.0/22
20.38.200.0/22
20.38.208.0/22
20.39.32.0/19
20.39.128.0/20
20.39.160.0/19
20.39.192.0/19
20.39.224.0/21
20.40.0.0/20
20.40.16.0/21
20.40.40.0/21
20.40.48.0/20
20.40.64.0/18
20.40.160.0/19
20.40.192.0/18
20.41.0.0/16
20.42.0.0/16
20.43.0.0/19
20.43.64.0/19
20.43.96.0/20
20.43.120.0/21
20.43.128.0/17
20.44.8.0/21
20.44.16.0/20
20.44.32.0/19
20.44.64.0/18
20.44.128.0/17
20.45.0.0/18
20.45.120.0/21
20.45.144.0/20
20.46.96.0/19
20.46.160.0/19
20.46.224.0/19
20.47.0.0/22
20.47.4.0/24
20.47.7.0/24
20.47.8.0/22
20.47.12.0/24
20.47.15.0/24
20.47.16.0/21
20.47.24.0/23
20.47.29.0/24
20.47.30.0/23
20.47.32.0/23
20.47.34.0/24
20.47.64.0/24
20.47.66.0/24
20.47.68.0/23
20.47.70.0/24
20.47.72.0/21
20.47.82.0/23
20.47.84.0/22
20.47.88.0/22
20.47.96.0/22
20.47.100.0/23
20.47.104.0/24
20.47.107.0/24
20.47.108.0/22
20.47.113.0/24
20.47.114.0/23
20.47.116.0/22
20.47.120.0/21
20.48.0.0/17
20.48.128.0/18
20.49.0.0/18
20.49.88.0/21
20.49.96.0/19
20.49.128.0/17
20.50.0.0/18
20.50.64.0/20
20.50.96.0/19
20.50.128.0/17
20.51.0.0/21
20.51.32.0/19
20.51.64.0/18
20.52.72.0/21
20.53.64.0/18
20.54.0.0/16
20.150.1.0/24
20.150.2.0/23
20.150.4.0/23
20.150.8.0/21
20.150.16.0/23
20.150.18.0/24
20.150.20.128/25
20.150.22.0/24
20.150.24.0/23
20.150.26.0/24
20.150.28.0/23
20.150.31.0/24
20.150.32.0/21
20.150.40.0/22
20.150.47.128/25
20.150.48.0/22
20.150.52.0/24
20.150.58.0/24
20.150.60.0/24
20.150.63.0/24
20.150.66.0/23
20.150.68.0/22
20.150.72.0/24
20.150.74.0/23
20.150.76.0/22
20.150.81.0/24
20.150.82.0/23
20.150.84.0/22
20.150.88.0/23
20.150.90.0/24
20.151.0.0/18
20.184.0.0/15
20.186.0.0/16
20.187.0.0/17
20.187.128.0/18
20.187.192.0/21
20.188.0.0/19
20.188.64.0/18
20.188.128.0/17
20.189.0.0/16
20.190.0.0/17
20.190.128.0/21
20.190.136.0/23
20.190.139.0/24
20.190.140.0/23
20.190.142.0/24
20.190.143.0/25
20.190.144.0/23
20.190.146.0/24
20.190.148.0/24
20.190.151.0/24
20.190.152.0/21
20.190.160.0/21
20.190.168.0/23
20.190.171.0/24
20.190.173.0/24
20.190.174.0/23
20.190.176.0/24
20.190.179.0/24
20.190.180.0/24
20.190.192.0/18
20.191.0.0/17
20.191.128.0/19
20.191.192.0/18
20.192.0.0/19
20.192.96.0/21
20.192.184.0/21
20.193.0.0/18
20.193.64.0/19
20.194.0.0/18
20.194.64.0/21
20.194.128.0/18
20.195.0.0/18
23.96.0.0/16
23.97.48.0/20
23.97.64.0/19
23.97.96.0/20
23.97.112.0/25
23.97.112.128/28
23.97.128.0/17
23.98.32.0/20
23.98.48.0/21
23.98.56.0/24
23.98.57.64/26
23.98.64.0/18
23.98.128.0/17
23.99.0.0/16
23.100.0.0/17
23.100.128.0/18
23.100.224.0/19
23.101.0.0/19
23.101.32.0/21
23.101.48.0/20
23.101.64.0/20
23.101.80.0/21
23.101.112.0/20
23.101.128.0/17
23.102.0.0/16
23.103.64.32/27
23.103.64.64/27
23.103.66.0/23
40.64.64.0/18
40.64.128.0/21
40.65.0.0/16
40.67.120.0/21
40.67.128.0/17
40.68.0.0/16
40.69.0.0/17
40.69.128.0/18
40.69.192.0/19
40.70.0.0/18
40.70.64.0/20
40.70.80.0/21
40.70.128.0/17
40.71.0.0/16
40.72.0.0/18
40.72.64.0/22
40.72.127.0/24
40.72.128.0/18
40.72.192.0/22
40.72.196.0/23
40.72.208.0/20
40.72.224.0/19
40.73.226.0/23
40.73.232.0/23
40.73.236.0/23
40.73.240.0/24
40.73.242.0/24
40.73.248.0/21
40.74.0.0/17
40.74.128.0/20
40.74.160.0/19
40.74.192.0/18
40.75.0.0/19
40.75.64.0/18
40.75.128.0/17
40.76.0.0/16
40.77.0.0/17
40.77.128.0/21
40.77.136.0/26
40.77.136.64/27
40.77.136.96/28
40.77.136.128/25
40.77.137.0/25
40.77.137.128/26
40.77.137.192/27
40.77.138.0/23
40.77.160.0/22
40.77.164.0/23
40.77.166.0/25
40.77.166.128/28
40.77.166.160/27
40.77.166.192/26
40.77.167.0/24
40.77.168.0/22
40.77.172.0/23
40.77.174.0/24
40.77.175.0/25
40.77.175.128/26
40.77.175.192/27
40.77.175.240/28
40.77.176.0/20
40.77.192.0/21
40.77.200.0/23
40.77.202.0/24
40.77.224.0/21
40.77.232.0/22
40.77.236.0/26
40.77.236.80/28
40.77.236.96/27
40.77.236.128/26
40.77.236.192/28
40.77.237.0/24
40.77.240.0/22
40.77.245.0/24
40.77.246.0/23
40.77.248.0/22
40.77.252.0/23
40.77.254.0/26
40.77.254.128/25
40.77.255.0/24
40.78.0.0/17
40.78.128.0/18
40.78.192.0/21
40.78.208.32/30
40.78.208.48/28
40.78.208.64/28
40.78.210.0/23
40.78.214.0/24
40.78.216.0/21
40.78.224.0/19
40.79.0.0/21
40.79.8.0/27
40.79.8.32/28
40.79.8.64/27
40.79.8.96/28
40.79.9.0/24
40.79.16.0/20
40.79.32.0/20
40.79.48.0/27
40.79.48.32/28
40.79.49.0/24
40.79.56.0/21
40.79.64.0/20
40.79.80.0/21
40.79.90.0/24
40.79.91.0/28
40.79.92.0/24
40.79.93.0/28
40.79.94.0/24
40.79.95.0/28
40.79.152.0/21
40.79.160.0/20
40.79.184.0/21
40.79.192.0/21
40.79.208.0/21
40.79.216.0/22
40.79.220.0/23
40.79.240.0/20
40.80.0.0/22
40.80.32.0/19
40.80.64.0/19
40.80.144.0/20
40.80.160.0/24
40.80.168.0/21
40.80.176.0/20
40.80.192.0/18
40.81.0.0/18
40.81.64.0/19
40.81.112.0/20
40.81.128.0/19
40.81.176.0/20
40.81.192.0/18
40.82.4.0/22
40.82.16.0/22
40.82.24.0/21
40.82.32.0/20
40.82.48.0/22
40.82.60.0/22
40.82.72.0/22
40.82.88.0/21
40.82.96.0/21
40.82.116.0/22
40.82.124.0/22
40.82.128.0/18
40.82.192.0/19
40.82.248.0/21
40.83.0.0/20
40.83.16.0/21
40.83.24.0/26
40.83.24.64/27
40.83.24.128/25
40.83.25.0/24
40.83.26.0/23
40.83.28.0/22
40.83.32.0/19
40.83.64.0/18
40.83.128.0/17
40.84.0.0/15
40.86.0.0/16
40.87.0.0/17
40.87.128.0/19
40.87.160.0/21
40.87.168.0/30
40.87.168.8/29
40.87.168.16/28
40.87.168.32/29
40.87.168.48/28
40.87.168.64/30
40.87.168.70/31
40.87.168.72/29
40.87.168.80/28
40.87.168.96/27
40.87.168.128/26
40.87.168.192/28
40.87.168.210/31
40.87.168.212/30
40.87.168.216/29
40.87.168.224/27
40.87.169.0/27
40.87.169.32/29
40.87.169.40/31
40.87.169.44/30
40.87.169.48/29
40.87.169.56/31
40.87.169.60/30
40.87.169.64/27
40.87.169.96/31
40.87.169.102/31
40.87.169.104/29
40.87.169.112/28
40.87.169.128/29
40.87.169.136/31
40.87.169.140/30
40.87.169.160/27
40.87.169.192/26
40.87.170.0/25
40.87.170.128/29
40.87.170.136/30
40.87.172.0/22
40.87.176.0/25
40.87.176.128/27
40.87.176.160/29
40.87.176.174/31
40.87.176.184/30
40.87.176.192/28
40.87.176.216/29
40.87.176.224/29
40.87.176.232/31
40.87.176.240/28
40.87.177.16/28
40.87.177.32/27
40.87.177.64/27
40.87.177.96/28
40.87.177.112/29
40.87.177.120/31
40.87.177.124/30
40.87.177.128/29
40.87.177.136/30
40.87.177.140/31
40.87.180.0/30
40.87.180.4/31
40.87.182.4/30
40.87.182.8/29
40.87.182.24/29
40.87.182.32/28
40.87.182.48/29
40.87.182.56/30
40.87.182.62/31
40.87.182.64/26
40.87.182.128/25
40.87.183.0/28
40.87.183.16/29
40.87.183.24/30
40.87.183.34/31
40.87.183.36/30
40.87.183.42/31
40.87.183.44/30
40.87.183.54/31
40.87.183.56/29
